Measurement from:2019-10-16 12:38:07

Timestamp;CANID;Data [P]

430314.708333;913;115.6201171875;[P]
430314.70876;914;3.8037109375;[P]
430314.709187;915;127.353515625;[P]
430314.709613;916;5.341796875;[P]
430314.81133;913;115.6201171875;[P]
430314.811714;914;3.8037109375;[P]
430314.812695;915;127.353515625;[P]
430314.81342;916;5.341796875;[P]
430314.912235;913;115.6201171875;[P]
430314.913216;914;3.8037109375;[P]
430314.913515;915;127.353515625;[P]
430314.914368;916;5.3369140625;[P]
430315.013481;913;115.6201171875;[P]
430315.014164;914;3.8037109375;[P]
430315.014761;915;127.353515625;[P]
430315.015444;916;5.3369140625;[P]
430315.114344;913;115.6201171875;[P]
430315.115197;914;3.80859375;[P]
430315.116178;916;5.3369140625;[P]
430315.116605;915;127.353515625;[P]
430315.216273;914;3.80859375;[P]
430315.216657;913;115.6201171875;[P]
430315.217083;916;5.3369140625;[P]
430315.217425;915;127.353515625;[P]
430315.317135;913;115.6201171875;[P]
430315.317732;914;3.80859375;[P]
430315.318074;916;5.3369140625;[P]
430315.318415;915;127.353515625;[P]
430315.418339;913;115.6201171875;[P]
430315.418552;914;3.80859375;[P]
430315.41932;916;5.33203125;[P]
430315.419918;915;127.353515625;[P]
430315.519159;913;115.6201171875;[P]
430315.520311;914;3.80859375;[P]
430315.520524;916;5.33203125;[P]
430315.52142;915;127.353515625;[P]
430315.620704;913;115.625;[P]
430315.621045;914;3.80859375;[P]
430315.621898;915;127.353515625;[P]
430315.62224;916;5.3271484375;[P]
430315.721737;913;115.625;[P]
430315.723102;914;3.8134765625;[P]
430315.723913;915;127.353515625;[P]
430315.72451;916;5.3271484375;[P]
430315.822607;913;115.625;[P]
430315.823716;914;3.8134765625;[P]
430315.824527;916;5.3271484375;[P]
430315.82474;915;127.353515625;[P]
430315.924408;913;115.625;[P]
430315.924493;914;3.8134765625;[P]
430315.925645;915;127.353515625;[P]
430315.925731;916;5.3271484375;[P]
430316.026721;915;127.353515625;[P]
430316.026934;916;5.3271484375;[P]
430316.027105;914;3.8134765625;[P]
430316.027446;913;115.625;[P]
430316.127583;916;5.3271484375;[P]
430316.127925;914;3.8134765625;[P]
430316.128266;915;127.353515625;[P]
430316.128607;913;115.625;[P]
430316.228361;915;127.353515625;[P]
430316.228659;914;3.8134765625;[P]
430316.228745;916;5.3271484375;[P]
430316.229342;913;115.625;[P]
430316.329308;914;3.818359375;[P]
430316.32965;915;127.353515625;[P]
430316.330076;916;5.3271484375;[P]
430316.33046;913;115.625;[P]
430316.430555;916;5.322265625;[P]
430316.430939;915;127.353515625;[P]
430316.431365;914;3.818359375;[P]
430316.431707;913;115.625;[P]
430316.531374;915;127.353515625;[P]
430316.53163;916;5.322265625;[P]
430316.532441;914;3.818359375;[P]
430316.533124;913;115.625;[P]
430316.632237;916;5.3173828125;[P]
430316.63245;915;127.353515625;[P]
430316.633261;914;3.818359375;[P]
430316.634157;913;115.625;[P]
430316.733227;915;127.353515625;[P]
430316.733569;916;5.3173828125;[P]
430316.734251;914;3.818359375;[P]
430316.735361;913;115.625;[P]
430316.834248;916;7.44140625;[P]
430316.834376;915;125.0634765625;[P]
430316.835229;914;2.48046875;[P]
430316.835997;913;113.4765625;[P]
430316.935238;916;29.521484375;[P]
430316.935537;915;103.30078125;[P]
430316.936006;914;19.599609375;[P]
430316.937115;913;90.9912109375;[P]
430317.035973;916;84.58984375;[P]
430317.036229;915;48.349609375;[P]
430317.036997;914;76.103515625;[P]
430317.037935;913;34.658203125;[P]
430317.137176;916;168.408203125;[P]
430317.137944;915;36.8017578125;[P]
430317.138328;914;161.416015625;[P]
430317.139182;913;51.103515625;[P]
430317.238977;916;276.6650390625;[P]
430317.239319;914;270.3564453125;[P]
430317.239703;915;145.595703125;[P]
430317.240129;913;160.09765625;[P]
430317.339712;916;394.0771484375;[P]
430317.339925;914;388.1201171875;[P]
430317.340736;915;263.828125;[P]
430317.34112;913;278.1298828125;[P]
430317.440916;914;483.53515625;[P]
430317.441129;916;492.4658203125;[P]
430317.442281;913;373.2763671875;[P]
430317.443262;915;362.9345703125;[P]
430317.541863;916;555.078125;[P]
430317.542418;914;545.595703125;[P]
430317.542674;913;433.9404296875;[P]
430317.544253;915;424.560546875;[P]
430317.642811;914;578.4423828125;[P]
430317.643152;916;588.3544921875;[P]
430317.64375;913;467.1923828125;[P]
430317.646224;915;457.4951171875;[P]
430317.743844;916;599.482421875;[P]
430317.744186;914;589.580078125;[P]
430317.744698;913;477.939453125;[P]
430317.746788;915;467.5732421875;[P]
430317.844835;914;586.34765625;[P]
430317.845475;916;595.380859375;[P]
430317.84556;913;474.6826171875;[P]
430317.847437;915;463.2177734375;[P]
430317.945684;914;584.51171875;[P]
430317.946922;916;593.828125;[P]
430317.94722;913;472.7197265625;[P]
430317.948756;915;461.9091796875;[P]
430318.046589;914;586.73828125;[P]
430318.047784;916;595.41015625;[P]
430318.048509;913;474.609375;[P]
430318.049448;915;463.80859375;[P]
430318.147537;914;583.125;[P]
430318.148519;916;592.9052734375;[P]
430318.149415;913;471.2646484375;[P]
430318.150353;915;460.6787109375;[P]
430318.248442;914;556.083984375;[P]
430318.249594;916;565.6298828125;[P]
430318.25032;913;443.759765625;[P]
430318.251429;915;433.2275390625;[P]
430318.34939;914;496.0693359375;[P]
430318.350457;916;504.4921875;[P]
430318.352249;913;381.8115234375;[P]
430318.352846;915;370.5859375;[P]
430318.450295;914;408.4521484375;[P]
430318.451575;916;415.68359375;[P]
430318.453239;915;281.97265625;[P]
430318.453495;913;292.6171875;[P]
430318.551926;914;297.685546875;[P]
430318.553334;916;303.90625;[P]
430318.554144;913;182.724609375;[P]
430318.554571;915;170.9423828125;[P]
430318.6533;914;180.712890625;[P]
430318.654281;916;186.4111328125;[P]
430318.655049;913;65.126953125;[P]
430318.656287;915;52.36328125;[P]
430318.754248;914;65.7373046875;[P]
430318.755357;916;72.0654296875;[P]
430318.75604;913;49.2333984375;[P]
430318.757405;915;61.4453125;[P]
430318.855153;914;44.1259765625;[P]
430318.85622;916;37.4462890625;[P]
430318.857969;915;170.9375;[P]
430318.858353;913;160.2685546875;[P]
430318.956003;914;154.375;[P]
430318.957368;916;148.73046875;[P]
430318.95916;915;282.275390625;[P]
430318.959501;913;271.2060546875;[P]
430319.057121;914;269.55078125;[P]
430319.05887;916;264.9658203125;[P]
430319.060236;913;386.5576171875;[P]
430319.060662;915;399.0283203125;[P]
430319.158965;914;383.8916015625;[P]
430319.160202;916;379.5458984375;[P]
430319.161183;913;500.322265625;[P]
430319.161909;915;512.6904296875;[P]
430319.259657;914;495.5078125;[P]
430319.260681;916;491.2060546875;[P]
430319.261662;913;611.8212890625;[P]
430319.262814;915;625.419921875;[P]
430319.360946;914;598.7255859375;[P]
430319.361842;916;595.99609375;[P]
430319.362738;913;715.3662109375;[P]
430319.36389;915;729.1064453125;[P]
430319.462747;916;672.1923828125;[P]
430319.463088;914;678.3642578125;[P]
430319.463728;913;793.671875;[P]
430319.464624;915;804.8486328125;[P]
430319.563694;916;715.6103515625;[P]
430319.564292;914;723.134765625;[P]
430319.564718;913;837.529296875;[P]
430319.56587;915;847.421875;[P]
430319.664813;916;733.7255859375;[P]
430319.665112;914;740.966796875;[P]
430319.665538;913;855.3076171875;[P]
430319.667757;915;865.1513671875;[P]
430319.765633;914;739.8193359375;[P]
430319.765931;916;732.7294921875;[P]
430319.766443;913;853.8916015625;[P]
430319.768577;915;864.1796875;[P]
430319.866708;916;730.13671875;[P]
430319.867092;914;737.1875;[P]
430319.867562;913;850.986328125;[P]
430319.869482;915;860.99609375;[P]
430319.967437;916;730.9521484375;[P]
430319.967779;914;737.7099609375;[P]
430319.968376;913;851.50390625;[P]
430319.970509;915;862.294921875;[P]
430320.068471;916;721.1767578125;[P]
430320.068727;914;728.3642578125;[P]
430320.070135;913;841.9140625;[P]
430320.071372;915;851.3720703125;[P]
430320.16929;916;678.2177734375;[P]
430320.169504;914;686.2353515625;[P]
430320.17121;913;799.1357421875;[P]
430320.172192;915;808.2421875;[P]
430320.27011;916;603.447265625;[P]
430320.270323;914;611.0595703125;[P]
430320.272115;913;723.1982421875;[P]
430320.273139;915;732.4072265625;[P]
430320.373959;916;502.3046875;[P]
